City_ID,City,lat,lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,cabedelo,-6.9811,-34.8339,28.37,81,100,3.12,BR,1712786061
365,tobelo,1.7284,128.0095,25.98,84,31,2.4,ID,1712785827
366,tezu,27.9167,96.1667,19.78,47,49,2.16,IN,1712786061
367,duminichi,53.9345,35.1099,14.32,74,83,2.32,RU,1712786061
368,kharkhorin,47.1975,102.8238,6.36,66,100,2.42,MN,1712786061
369,wamba,8.9333,8.6,30.49,34,90,1.2,NG,1712786061
370,cabo san lucas,22.8909,-109.9124,27.56,44,20,5.14,MX,1712786050
371,devils lake,48.1128,-98.8651,13.99,47,20,9.77,US,1712786061
372,kushiro,42.975,144.3747,1.53,69,84,1.03,JP,1712786061
373,revda,56.801,59.9303,-1.74,93,45,1.5,RU,1712786061
374,lusambo,-4.9667,23.45,22.65,96,100,0.43,CD,1712786062
375,coron,11.9986,120.2043,24.15,89,97,1.15,PH,1712786062
376,laascaanood,8.4774,47.3597,24.31,65,49,5.54,SO,1712785958
377,tapes,-30.6733,-51.3958,22.07,73,67,5.32,BR,1712786062
378,danville,36.586,-79.395,21.21,77,75,3.09,US,1712785967
379,lethem,3.3803,-59.7968,35.03,46,20,5.14,GY,1712786062
380,korla,41.7597,86.1469,14.24,24,22,3.47,CN,1712786062
381,kavaratti,10.5669,72.642,28.8,68,75,3.0,IN,1712786062
382,la villette,48.8905,2.3801,12.99,65,0,3.13,FR,1712786062
383,amga,60.8953,131.9608,-1.21,95,100,1.87,RU,1712786062
384,hamilton,39.1834,-84.5333,17.72,94,100,3.09,US,1712785918
385,sajir,25.1825,44.5996,23.78,48,88,1.56,SA,1712786063
386,rongelap,11.1635,166.8941,26.85,81,100,10.27,MH,1712786063
387,port saint john's,-31.6229,29.5448,18.11,81,97,8.41,ZA,1712786063
388,komatipoort,-25.4332,31.9548,20.03,84,54,1.79,ZA,1712786063
389,nagqu,31.5,92.0,-7.58,79,100,0.9,CN,1712786063
390,shache,38.4167,77.2406,16.48,15,100,2.94,CN,1712786063
391,midvagur,62.0511,-7.1939,6.46,87,100,10.29,FO,1712786063
392,vila franca do campo,37.7167,-25.4333,18.27,99,100,4.47,PT,1712786063
393,orapa,-21.2833,25.3667,20.2,40,99,4.18,BW,1712786063
394,aykhal,66.0,111.5,-26.97,99,67,7.28,RU,1712786064
395,benjamin constant,-4.3831,-70.0311,30.07,89,20,2.57,BR,1712785846
396,sungailiat,-1.85,106.1333,26.2,84,100,0.53,ID,1712786064
397,pacific grove,36.6177,-121.9166,23.97,77,0,3.13,US,1712786064
398,nizhnyaya poyma,56.1622,97.1933,-1.61,88,92,2.79,RU,1712786064
399,minggang,32.4586,114.0486,14.54,92,55,2.07,CN,1712786064
400,pathein,16.7833,94.7333,26.65,74,50,0.84,MM,1712786064
401,mantua,45.1667,10.7833,14.34,93,99,1.79,IT,1712786065
402,codrington,-38.2667,141.9667,13.95,71,86,4.86,AU,1712786065
403,fale old settlement,-9.3852,-171.2468,30.09,75,49,5.01,TK,1712786065
404,la palma,33.8464,-118.0467,31.77,41,0,4.12,US,1712786065
405,sinop,41.7711,34.8709,10.86,73,100,1.2,TR,1712786065
406,chicoana,-25.1009,-65.5331,18.03,96,100,0.55,AR,1712786065
407,lezignan-corbieres,43.1976,2.7614,13.78,46,0,9.55,FR,1712786065
408,sur,22.5667,59.5289,29.51,51,95,1.77,OM,1712786065
409,khovd,48.0056,91.6419,4.76,47,100,3.11,MN,1712786066
410,tirebolu,41.0069,38.8139,12.09,88,100,1.32,TR,1712786066
411,correntina,-13.3433,-44.6367,26.76,57,100,0.98,BR,1712786066
412,anjozorobe,-18.4,47.8667,20.85,81,94,1.61,MG,1712786066
413,port-vila,-17.7338,168.3219,27.78,89,20,0.51,VU,1712786066
414,vadso,70.0744,29.7487,3.49,100,100,1.03,NO,1712786066
415,stornoway,58.2093,-6.3865,10.98,94,100,6.69,GB,1712786066
416,motueka,-41.1333,173.0167,18.94,96,100,4.93,NZ,1712786066
417,bondo,3.8146,23.6866,22.69,81,23,0.94,CD,1712786067
418,montepuez,-13.1256,38.9997,22.05,94,99,1.44,MZ,1712786067
419,fortuna,40.5982,-124.1573,16.63,84,20,6.17,US,1712786067
420,zahedan,29.4963,60.8629,16.95,31,0,2.06,IR,1712786067
421,puerto deseado,-47.7503,-65.8938,9.19,58,8,3.45,AR,1712786067
422,north bend,43.4065,-124.2243,19.58,71,0,7.72,US,1712785926
423,lagunillas,10.1301,-71.2595,32.69,54,57,4.65,VE,1712786067
424,zorritos,-3.6805,-80.6782,31.16,76,50,3.46,PE,1712786067
425,nantai,40.9241,122.8044,9.35,79,100,5.01,CN,1712786067
426,hobyo,5.3505,48.5268,28.08,70,2,5.0,SO,1712786068
427,caleta olivia,-46.4393,-67.5281,11.16,50,2,5.48,AR,1712786068
428,bereket,39.2446,55.5154,19.81,25,72,7.18,TM,1712786068
429,ciudad bolivar,8.1222,-63.5497,35.77,33,66,6.79,VE,1712786068
430,christchurch,-43.5333,172.6333,21.85,62,100,7.2,NZ,1712785906
431,aitape,-3.1374,142.3475,24.57,94,100,2.17,PG,1712786068
432,vernon,50.2581,-119.2691,17.39,36,89,1.54,CA,1712785910
433,nola,40.922,14.5329,13.98,88,3,0.75,IT,1712786068
434,lodja,-3.4833,23.4333,23.2,86,83,0.76,CD,1712786068
435,ulladulla,-35.35,150.4667,13.76,74,2,2.31,AU,1712786001
436,kayes,14.0,-11.0,37.46,23,77,5.51,ML,1712786068
437,boende,-0.2167,20.8667,22.66,93,100,1.32,CD,1712786069
438,yinchuan,38.4681,106.2731,13.63,27,0,3.81,CN,1712786069
439,celestun,20.8667,-90.4,29.6,71,60,9.69,MX,1712786069
440,holmsund,63.706,20.3641,3.97,80,0,3.13,SE,1712786069
441,dawei,14.0833,98.2,25.82,82,64,1.57,MM,1712786069
442,nova sintra,14.8667,-24.7167,22.78,76,3,8.86,CV,1712786069
443,kapuskasing,49.4169,-82.4331,12.05,58,75,4.12,CA,1712786069
444,porbandar,21.6422,69.6093,25.44,77,74,3.79,IN,1712786069
445,crookston,47.7741,-96.6081,17.28,47,75,11.32,US,1712785915
446,tsiombe,-25.3,45.4833,23.7,87,45,5.28,MG,1712786070
447,puerto santa,-8.9906,-78.6456,23.1,81,49,3.94,PE,1712786070
448,san andres,12.5847,-81.7006,31.01,66,20,6.69,CO,1712785876
449,kingscliff,-28.2667,153.5667,21.08,56,0,3.6,AU,1712786070
450,xilin hot,43.9667,116.0333,6.9,62,6,3.1,CN,1712786070
451,bol,13.4586,14.7147,27.36,37,12,5.6,TD,1712786070
452,tomohon,1.3346,124.8392,17.52,95,64,0.53,ID,1712786070
453,kashgar,39.4547,75.9797,17.56,11,0,5.0,CN,1712786070
454,candelaria,13.9311,121.4233,21.9,95,76,1.67,PH,1712786070
455,gamba,-2.65,10.0,26.69,90,100,1.73,GA,1712786070
456,tamanrasset,22.785,5.5228,24.95,13,14,2.06,DZ,1712786070
457,richards bay,-28.783,32.0377,20.19,81,57,8.74,ZA,1712786071
458,aldama,22.9167,-98.0667,33.61,16,0,9.22,MX,1712786071
459,portland,45.5234,-122.6762,20.09,46,75,3.09,US,1712785808
460,as sulayyil,20.4607,45.5779,29.14,54,26,2.08,SA,1712786071
461,sabzevar,36.2126,57.6819,17.83,35,93,4.9,IR,1712786071
462,saint-philippe,-21.3585,55.7679,24.77,76,71,2.57,RE,1712786071
463,narvik,68.4384,17.4272,4.66,97,100,3.77,NO,1712785992
464,betio village,1.358,172.9211,29.02,80,100,4.87,KI,1712786071
465,vorkuta,67.5,64.0,-24.93,100,100,1.82,RU,1712786071
466,maracaibo,10.6317,-71.6406,31.78,48,61,6.46,VE,1712785801
467,arrifes,37.7667,-25.7,17.18,88,75,4.63,PT,1712786072
468,pisco,-13.7,-76.2167,23.03,78,0,7.72,PE,1712786048
469,yaren,-0.5472,166.916,27.9,82,91,5.15,NR,1712786072
470,la junta,37.985,-103.5438,18.92,20,40,9.26,US,1712785805
471,laizhou,37.1717,119.9214,11.09,83,36,4.5,CN,1712786072
472,aljezur,37.3191,-8.8033,16.0,67,72,4.14,PT,1712786072
473,mokrous,51.2333,47.5167,12.32,72,100,4.63,RU,1712786072
474,magistral'nyy,56.1725,107.4458,2.43,92,100,1.77,RU,1712786072
475,lazaro cardenas,17.9583,-102.2,27.89,60,33,6.61,MX,1712786072
476,mossel bay,-34.1831,22.146,14.96,75,100,3.43,ZA,1712786072
477,jiangyou,31.7667,104.7167,14.86,85,100,0.59,CN,1712786072
478,prineville,44.2999,-120.8345,20.06,22,0,4.12,US,1712786072
479,mundri,-6.9558,111.71,24.4,95,96,1.85,ID,1712786073
480,tenenkou,14.4572,-4.9169,34.49,26,75,2.98,ML,1712786073
481,preobrazheniye,42.9019,133.9064,5.66,84,100,1.37,RU,1712786073
482,vung tau,10.346,107.0843,27.96,78,4,11.9,VN,1712786073
483,harstad,68.799,16.5293,3.66,97,100,12.52,NO,1712786073
484,padang,-0.9492,100.3543,25.03,84,100,2.32,ID,1712786073
485,calintaan,12.5667,120.9333,24.05,66,94,2.42,PH,1712786073
486,nahiyat ash shinafiyah,31.5874,44.6602,22.97,33,23,1.79,IQ,1712786073
487,tekkali,18.6167,84.2333,25.37,70,8,1.71,IN,1712786073
488,kasongo,-4.45,26.6667,21.3,95,93,0.79,CD,1712786073
489,callao,-12.0667,-77.15,25.16,69,0,4.12,PE,1712786005
490,fairfax,38.8501,-77.3497,25.4,48,95,1.08,US,1712786074
491,port macquarie,-31.4333,152.9167,17.07,69,36,5.46,AU,1712786074
492,batangafo,7.3008,18.2833,28.49,45,75,2.2,CF,1712786074
493,chebarkul',54.9749,60.3633,3.64,93,100,1.66,RU,1712786074
494,zhangye,38.9342,100.4517,12.1,18,29,3.58,CN,1712786074
495,santa ines,-3.6667,-45.38,25.26,95,94,2.02,BR,1712786074
496,springs,-26.25,28.4,14.08,77,0,2.92,ZA,1712786074
497,luderitz,-26.6481,15.1594,20.04,56,0,6.05,NA,1712786074
498,zhanaozen,43.3,52.8,15.94,40,98,4.38,KZ,1712786074
499,kuta,-8.7233,115.1723,26.97,88,20,1.03,ID,1712786074
500,eldoret,0.5204,35.2699,14.91,94,87,3.27,KE,1712786074
501,cedeira,43.6797,-8.0209,12.99,69,94,3.17,ES,1712786075
502,kitimat,54.0524,-128.6534,7.73,76,100,0.89,CA,1712786075
503,fuxin,42.0156,121.6589,8.08,87,82,3.19,CN,1712786075
504,constantia,44.1833,28.65,9.38,64,3,3.59,RO,1712785972
505,turgen,43.4006,77.5933,6.07,51,90,2.08,KZ,1712786075
506,polyarnyy,69.1989,33.4478,2.73,94,100,11.14,RU,1712786075
507,machico,32.7,-16.7667,20.62,49,20,7.2,PT,1712786075
508,zyryanovsk,49.7386,84.2719,1.68,99,100,0.37,KZ,1712786075
509,emerald,-23.5333,148.1667,16.3,61,0,6.56,AU,1712785831
510,broken hill,-31.95,141.4333,11.23,78,0,4.75,AU,1712785962
511,osinovo,55.8809,48.881,6.18,92,66,2.3,RU,1712786076
512,bonthe,7.5264,-12.505,26.05,87,53,2.49,SL,1712786076
513,guerrero negro,27.9769,-114.0611,25.72,26,0,5.43,MX,1712785954
514,al majaridah,19.1236,41.9111,27.73,71,40,0.64,SA,1712786076
515,quang ngai,15.1167,108.8,22.58,85,11,2.44,VN,1712786076
516,kudat,6.8837,116.8477,27.96,89,91,1.54,MY,1712786076
517,mareeba,-17.0,145.4333,23.02,87,89,1.39,AU,1712786076
518,benguela,-12.5763,13.4055,24.95,85,22,2.17,AO,1712786076
519,dhidhdhoo,6.8833,73.1,29.08,71,6,0.96,MV,1712786076
520,cidreira,-30.1811,-50.2056,22.49,80,93,4.85,BR,1712786077
521,novo aripuana,-5.1206,-60.3797,27.65,82,62,0.46,BR,1712786077
522,morki,56.4303,48.9947,2.29,94,50,1.82,RU,1712786077
523,kourou,5.1552,-52.6478,28.03,89,93,4.08,GF,1712786077
524,ko pha ngan,9.7578,100.0291,27.18,71,100,7.49,TH,1712786077
525,aksuat,48.7167,83.7,5.23,97,100,1.7,KZ,1712786077
526,pandan,14.0453,124.1694,24.62,86,96,3.33,PH,1712786077
527,vallenar,-28.5708,-70.7581,22.53,46,100,2.42,CL,1712786077
528,geraldton,-28.7667,114.6,24.23,33,40,7.2,AU,1712786077
529,urambo,-5.0667,32.05,19.68,94,99,0.89,TZ,1712786077
530,phang nga,8.4509,98.5298,26.02,89,100,1.56,TH,1712786078
531,rizokarpaso,35.6,34.375,17.35,81,10,2.84,CY,1712786078
532,yemetsk,63.4721,41.7941,3.58,93,100,5.11,RU,1712786078
533,lluta,-16.0147,-72.0142,10.32,76,99,0.76,PE,1712786078
534,wenchang,30.904,118.4887,15.07,87,100,1.77,CN,1712786078
535,ares,-6.1944,-35.1603,28.05,85,95,2.13,BR,1712786078
536,makokou,0.5738,12.8642,22.48,97,99,0.13,GA,1712786078
537,bartica,6.4,-58.6167,31.18,69,76,3.36,GY,1712786078
538,chulakkurgan,43.765,69.1814,10.99,56,11,0.29,KZ,1712786078
539,saint george's,12.0564,-61.7485,28.82,70,20,6.17,GD,1712786078
540,holdenville,35.0804,-96.3992,14.28,72,100,9.46,US,1712786079
541,nadym,65.5333,72.5167,-27.8,100,79,1.09,RU,1712786079
542,zalingei,12.9096,23.4741,26.99,11,11,3.23,SD,1712786079
543,al bayda',32.7627,21.7551,8.88,87,0,1.65,LY,1712786079
544,madalena,41.2162,-8.3345,16.97,69,100,1.21,PT,1712786079
545,yallahs,17.8748,-76.5624,30.85,72,0,6.16,JM,1712786079
546,chernolesskoye,44.7156,43.7133,11.67,76,100,3.88,RU,1712786079
547,touros,-5.1989,-35.4608,26.53,85,100,2.44,BR,1712786079
548,ola,59.5833,151.2833,-8.81,67,4,3.4,RU,1712786080
549,ambodifotatra,-16.9833,49.85,26.76,87,72,4.37,MG,1712786080
550,kongolo,-5.3833,27.0,23.04,95,100,0.19,CD,1712786080
551,lincoln city,44.9582,-124.0179,18.11,80,87,8.49,US,1712785982
552,umea,63.8284,20.2597,3.96,81,0,3.09,SE,1712786075
553,choyr,46.3611,108.3611,7.8,40,100,1.7,MN,1712786080
554,tweed heads,-28.1817,153.547,21.21,59,0,3.6,AU,1712786080
555,tymovskoye,50.8456,142.655,-2.49,74,67,3.55,RU,1712786080
556,howrah,22.5892,88.3103,25.0,83,40,0.0,IN,1712786080
